MAKE,year,Mileage,engine cc,selling_price
TATA,2010,13.93,2179,300000
TATA,2017,23.84,1199,328000
MAHINDRA,2015,15.96,2523,509999
MAHINDRA,2015,14.02,2179,575000
MAHINDRA,2012,12.2,2498,700000
MARUTI,2008,18.9,1061,105000
MARUTI,2008,16.1,796,60000
MARUTI,2008,19.7,796,112999
TATA,2015,19.1,1405,229999
FORD,2012,20,1399,325000
HYUNDAI,2017,18.6,1197,650000
TATA,2009,17,1405,85000
HONDA,2015,24.5,1498,570000
MARUTI,2015,25.2,1248,525000
HYUNDAI,2013,18.5,1197,350000
MARUTI,2007,16.6,1197,250000
MAHINDRA,2010,14,2489,300000
JEEP,2017,17.1,1956,1325000
HYUNDAI,2017,22.54,1396,650000
HYUNDAI,2018,18.9,1197,520000
MARUTI,2016,20.4,1197,500000
RENAULT,2016,25.17,799,220000
MARUTI,2017,28.09,1248,650000
HONDA,2017,17.5,1199,819999
RENAULT,2016,19.87,1461,645000
MARUTI,2015,24.52,1248,780000
HONDA,2008,17.7,1497,215000
TOYOTA,2007,12.8,2494,600000
MARUTI,2011,19.7,796,114999
TATA,2012,16.84,1193,75000
CHEVROLET,2011,18.6,1199,120000
RENAULT,2016,25.17,799,250000
MARUTI,2018,16.8,796,200000
HYUNDAI,2015,19.1,1197,380000
HONDA,2018,25.8,1498,560000
MARUTI,2018,20.89,1197,575000
MAHINDRA,2017,16.5,1493,620000
MAHINDRA,2012,12.05,2179,525000
MARUTI,2017,26.59,1248,635000
RENAULT,2016,19.72,1461,650000
MARUTI,2001,16.1,796,39000
FORD,2017,25.83,1498,550000
MARUTI,2009,21.1,1248,145000
TATA,2007,16.1,1405,130000
MARUTI,2017,25.47,1248,825000
TOYOTA,2015,12.55,2982,1650000
MARUTI,2018,24.3,1248,875000
MARUTI,2016,28.09,1248,650000
JAGUAR,2014,14.74,2993,2000000
BMW,2018,17.05,1995,2850000
AUDI,2018,15.73,1968,2800000
BMW,2018,22.48,1995,3900000
CHEVROLET,2013,22.1,1248,246000
HONDA,2013,24.7,1498,325000
JEEP,2019,16,1368,1450000
HONDA,2017,15.4,1497,850000
VOLKSWAGEN,2015,22.27,1498,560000
MARUTI,2015,25.47,1248,575000
MARUTI,2019,21.63,998,470000
TATA,2014,19.09,1405,221000
TOYOTA,2014,12.99,2494,680000
FORD,2013,13.1,2499,700000
VOLVO,2016,9,1984,1950000
HYUNDAI,2015,17.01,1582,875000
HYUNDAI,2017,22,1582,850000
RENAULT,2013,20.46,1461,550000
MARUTI,2013,23.4,1248,480000
MAHINDRA,2017,15.4,2179,1050000
MAHINDRA,2016,15.96,2523,631000
TATA,2015,25.4,624,165000
MARUTI,2010,21.1,1197,320000
MARUTI,2012,18.5,1197,360000
HYUNDAI,2006,13,1795,175000
HYUNDAI,2016,22.54,1396,725000
FIAT,2014,19.5,1248,280000
VOLKSWAGEN,2011,22.07,1199,325000
FORD,2014,20,1399,320000
HYUNDAI,2018,18.9,1197,500000
MAHINDRA,2014,15.1,2179,825000
MARUTI,2016,23.2,1248,350000
HYUNDAI,2011,23,1396,470000
MAHINDRA,2009,19.2,1461,125000
HYUNDAI,2006,13.1,1795,140000
HONDA,2013,25.8,1498,484999
MARUTI,2018,24.7,796,308000
HYUNDAI,2019,18.9,1197,570000
TOYOTA,2010,11.5,2982,900000
JEEP,2017,16.3,1956,1800000
MARUTI,2018,21.21,1197,680000
MARUTI,2017,28.4,1248,700000
MAHINDRA,2011,14,2498,240000
HYUNDAI,2014,21.1,814,280000
TATA,2010,17,1405,125000
MARUTI,2015,20.4,1197,434999
TOYOTA,2015,12.99,2494,1050000
VOLVO,2013,23.3,1984,1200000
VOLKSWAGEN,2013,20.54,1598,400000
MAHINDRA,2014,15.1,2179,850000
HYUNDAI,2014,22.54,1396,475000
FORD,2003,14.2,1597,150000
TOYOTA,2018,14.24,2755,2900000
TOYOTA,2015,12.99,2494,1100000
MARUTI,2017,24.7,796,285000
HYUNDAI,2018,24,1186,650000
MARUTI,2012,19,998,275000
MARUTI,2000,16.1,796,60000
MAHINDRA,2011,19.2,1461,229999
MARUTI,2015,23.95,998,300000
MARUTI,2016,24.52,1248,940000
MARUTI,2015,26.21,1248,600000
MARUTI,2017,27.39,1248,800000
NISSAN,2017,22.71,1461,580000
TATA,2018,20.3,1199,450000
CHEVROLET,2011,16.52,1991,290000
HONDA,2014,25.8,1498,530000
HYUNDAI,2019,24,1396,960000
HONDA,2009,17,1497,290000
MITSUBISHI,2008,14.8,1998,160000
MARUTI,2017,21.63,998,400000
MARUTI,2017,24.3,1248,700000
VOLKSWAGEN,2012,20.54,1598,361000
HYUNDAI,2013,21.9,1396,390000
TATA,2012,18.4,1248,200000
HYUNDAI,2013,21.9,1396,390000
MARUTI,2013,22.9,1248,500000
MARUTI,2011,19.7,796,200000
TATA,2015,14.1,2179,503000
MARUTI,2017,24.3,1248,775000
MARUTI,2018,24.3,1248,750000
HYUNDAI,2018,18.6,1197,570000
HONDA,2016,18.7,1199,484999
HONDA,2017,15.4,1497,700000
HYUNDAI,2012,17.7,1497,415000
FORD,2014,23,1498,484999
MARUTI,2016,23.65,1248,675000
FORD,2015,15.85,1499,680000
MARUTI,2013,24.7,796,235000
MAHINDRA,2018,15.1,2179,1700000
MAHINDRA,2015,16,2179,1200000
HONDA,2014,25.1,1498,630000
FORD,2018,25.83,1498,640000
HYUNDAI,2014,19.1,1197,355000
MAHINDRA,2012,12.05,2179,560000
MARUTI,2018,23.4,1248,580000
FORD,2010,18.5,1399,185000
MARUTI,2019,21.4,1197,660000
HYUNDAI,2014,20.3,998,220000
HYUNDAI,2007,17.92,1086,150000
MAHINDRA,2011,13.5,2179,484999
MARUTI,2019,21.21,1197,509999
MAHINDRA,2014,15.96,2523,515000
MERCEDES,2014,11.9,1595,1250000
CHEVROLET,2014,18.2,1248,350000
MARUTI,2018,23.95,998,375000
HYUNDAI,2019,22.1,1396,950000
MARUTI,2015,26.59,1248,615000
MARUTI,2011,18.6,1197,275000
BMW,2020,13.38,2993,7200000
MARUTI,2017,15.37,1196,400000
MARUTI,2019,25.1,1248,930000
MARUTI,2012,19.1,1197,310000
TOYOTA,2016,13.68,2393,1670000
MARUTI,2013,23.4,1248,356000
HONDA,2013,16.8,1497,500000
TATA,2018,23.84,1199,409999
MARUTI,2019,24.3,1248,980000
MAHINDRA,2005,13.6,2523,150000
HONDA,2019,18.2,1199,750000
SKODA,2013,13.7,1798,500000
MARUTI,2013,22.9,1248,355000
TATA,2011,17,1405,200000
TOYOTA,2008,12.8,2494,370000
HYUNDAI,2015,19.1,1197,450000
HYUNDAI,2015,18.9,1197,486000
MARUTI,2011,21.5,1248,242000
HYUNDAI,2018,18.9,1197,580000
FORD,2014,22.77,1498,500000
MAHINDRA,2013,17.21,1493,300000
MAHINDRA,2016,18.06,2523,710000
SKODA,2012,20.86,1199,220000
MARUTI,2020,21.21,1197,654000
SKODA,2019,14.84,1598,835000
FORD,2010,15.3,1596,250000
MARUTI,2019,21.21,1197,600000
MARUTI,2016,20.85,1197,459999
RENAULT,2018,23.01,999,275000
FORD,2017,18.16,1196,408000
MAHINDRA,2018,15.1,2179,1200000
HYUNDAI,2014,19.1,1197,375000
MARUTI,2006,19.7,796,94500
VOLKSWAGEN,2011,16.47,1198,300000
HONDA,2009,17,1497,350000
TOYOTA,2011,11.5,2982,975000
HYUNDAI,2015,18.6,1197,600000
TOYOTA,2014,12.99,2494,700000
MAHINDRA,2017,16.5,1493,640000
HYUNDAI,2017,19.67,1582,1110000
MARUTI,2014,20.77,1248,570000
TOYOTA,2010,12.8,2494,451999
RENAULT,2016,25.17,799,240000
MAHINDRA,2014,15.4,2523,680000
TATA,2015,22.95,1248,350000
VOLKSWAGEN,2012,15.04,1598,360000
FORD,2010,15.6,1196,250000
MARUTI,2019,21.21,1197,550000
HYUNDAI,2012,21.1,814,180000
HONDA,2016,27.3,1498,425000
TATA,2019,23.84,1199,409999
TATA,2018,23.84,1199,438999
NISSAN,2014,19.49,1198,225000
MAHINDRA,2017,15.96,2523,580000
MARUTI,2008,17.5,1298,200000
FIAT,2013,20.3,1248,250000
MARUTI,2011,21.1,1248,170000
MARUTI,2010,17.5,1197,300000
MAHINDRA,2005,13.6,2523,160000
MARUTI,2014,23.4,1248,409999
HYUNDAI,2012,23,1396,350000
RENAULT,2019,25.17,799,310000
MARUTI,2010,19.7,796,135000
MARUTI,2010,21.1,1248,220000
HYUNDAI,2017,18.9,1197,570000
MARUTI,2014,23.4,1248,500000
HYUNDAI,2016,22.54,1396,875000
TATA,2011,19.1,1405,210000
TATA,2011,19.4,1405,210000
MARUTI,2011,19.7,796,175000
HYUNDAI,2017,18.6,1197,700000
HYUNDAI,2017,18.6,1197,700000
HYUNDAI,2019,18.9,1197,550000
HYUNDAI,2019,20.3,1086,420000
HYUNDAI,2009,17,1197,210000
CHEVROLET,2013,25.44,936,175000
MARUTI,2012,19.7,796,180000
MARUTI,2007,19.7,796,118000
HYUNDAI,2007,16.8,1493,170000
MARUTI,2009,18.2,1061,120000
MARUTI,2009,19.7,796,170000
MARUTI,2018,28.4,1248,700000
MAHINDRA,2014,15.96,2523,500000
MARUTI,2007,18.9,1061,80000
HONDA,2008,17.7,1497,105000
MARUTI,2016,26.59,1248,425000
HYUNDAI,2017,18.6,1197,625000
HYUNDAI,2017,18.6,1197,640000
HYUNDAI,2010,20.36,1197,180000
MARUTI,2009,21.1,1248,155000
MARUTI,2007,18.9,1061,85000
HYUNDAI,2011,20.36,1197,250000
HYUNDAI,2017,17.01,1591,1000000
DATSUN,2016,20.63,1198,350000
MARUTI,2018,28.4,1248,740000
DATSUN,2018,22.5,999,300000
VOLKSWAGEN,2017,21.66,1498,550000
MAHINDRA,2017,15.96,2523,710000
MAHINDRA,2017,15.96,2523,700000
MAHINDRA,2016,15.96,2523,550000
TATA,2015,13.93,2179,600000
MARUTI,2013,22.9,1248,380000
MARUTI,2012,23.2,1248,300000
MARUTI,1998,16.1,796,45000
TOYOTA,2010,12.8,2494,450000
MAHINDRA,2015,15.96,2523,475000
RENAULT,2019,20,999,650000
MARUTI,2013,22.9,1248,350000
MARUTI,2018,24.3,1248,911999
MARUTI,2018,21.21,1197,650000
MARUTI,2012,17.5,1298,350000
MARUTI,2016,16.8,796,190000
HYUNDAI,2019,22,1582,1200000
MAHINDRA,2013,15.96,2523,305000
HYUNDAI,2015,19.67,1582,850000
VOLKSWAGEN,2011,15,1896,350000
HYUNDAI,2010,17.92,1086,180000
TATA,2008,13.93,2179,200000
HONDA,2012,19.4,1198,229999
MARUTI,2006,18.9,998,135000
VOLKSWAGEN,2011,19.33,1968,425000
MAHINDRA,2016,16,2179,1350000
FORD,2009,10.9,2499,480000
MARUTI,2017,28.4,1248,455000
MARUTI,2015,20.51,998,320000
HYUNDAI,2019,18.6,1197,693000
MARUTI,2017,24.3,1248,830000
HYUNDAI,2016,18.9,1197,470000
HONDA,2017,18,1497,1100000
TATA,2016,23,1248,325000
HYUNDAI,2014,21.1,814,215000
MARUTI,2018,22,1197,560000
MARUTI,2017,23.1,998,400000
JAGUAR,2017,13.6,1999,2625000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
FORD,2017,23,1498,725000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
HONDA,2014,18.5,1198,325000
HYUNDAI,2013,20.36,1197,229999
MERCEDES,2007,11.74,1796,400000
VOLKSWAGEN,2015,16.47,1198,449000
HYUNDAI,2017,18.9,1197,455000
AUDI,2015,18.25,1968,1750000
TOYOTA,2017,11.36,2755,1390000
HYUNDAI,2019,15.8,1591,1150000
HYUNDAI,2018,18.6,1197,650000
HYUNDAI,2016,19.67,1582,950000
MARUTI,2018,28.4,1248,698000
HYUNDAI,2017,19.67,1582,975000
MARUTI,2018,20.52,1197,445000
TATA,2018,22.95,1248,539000
MARUTI,2010,17.8,1248,350000
MAHINDRA,2011,12.05,2179,550000
RENAULT,2015,20.45,1461,550000
VOLKSWAGEN,2011,22.07,1199,330000
HYUNDAI,2014,21.1,814,220000
MARUTI,2013,18.5,1197,415000
MARUTI,2007,19.7,796,150000
HYUNDAI,2005,15.3,1341,150000
HYUNDAI,2007,18.1,1493,240000
MARUTI,2009,19.7,796,170000
MARUTI,2015,28.09,1248,550000
NISSAN,2017,19.34,1198,500000
MAHINDRA,2011,13,2489,180000
MAHINDRA,2017,18.15,1198,360000
MARUTI,2014,19.1,1197,400000
HYUNDAI,2009,13.2,1495,120000
MARUTI,2016,24.3,1248,765000
MARUTI,2016,24.3,1248,919999
TOYOTA,2018,23.59,1364,730000
TATA,2016,22.95,1248,320000
HONDA,2015,25.8,1498,455000
DATSUN,2015,20.63,1198,350000
MAHINDRA,2016,18.49,1493,509999
TATA,2011,17,1405,175000
MAHINDRA,2013,15.96,2523,325000
TATA,2011,15.2,1193,120000
HYUNDAI,2014,20.36,1197,300000
HONDA,2015,26,1498,500000
MARUTI,2016,21.4,1197,562000
HYUNDAI,2014,21.1,814,250000
TATA,2017,20.65,1248,484999
HYUNDAI,2013,20.36,1197,280000
MARUTI,2015,20.77,1248,571000
MARUTI,2013,18.6,1197,400000
TATA,2015,19.09,1405,295000
FORD,2011,15.6,1196,250000
MAHINDRA,2015,15.96,2523,610000
TATA,2012,22.3,1248,175000
FORD,2011,20,1399,204999
MAHINDRA,2013,15.1,2179,750000
HYUNDAI,2016,21.19,1396,651000
BMW,2011,19.62,1998,1075000
MARUTI,2016,25.1,1248,690000
MARUTI,2017,26.59,1248,589000
MAHINDRA,2015,21,1498,445000
FORD,2013,21.7,1498,475000
HONDA,2014,27.4,1498,465000
TATA,2011,15,1368,225000
TOYOTA,2005,12.8,2494,310000
TATA,2016,15.3,2956,445000
MAHINDRA,2015,21,1498,445000
TATA,2012,13.93,2956,450000
MAHINDRA,2008,15.4,1997,450000
MARUTI,2010,18.9,998,200000
MARUTI,2018,19.1,1197,611000
HYUNDAI,2016,19.67,1582,819999
HYUNDAI,2016,21.38,1396,825000
FORD,2015,21.7,1498,599000
MARUTI,2018,16.1,1197,490000
TATA,2020,17.57,1193,500000
TATA,2020,17.57,1193,500000
MAHINDRA,2017,16,2179,1100000
FORD,2019,19.4,1194,675000
MAHINDRA,2018,16,2179,1350000
HYUNDAI,2018,18.9,1197,570000
HYUNDAI,2017,24,1186,455000
HYUNDAI,2013,21.1,814,165000
HONDA,2016,17.8,1497,925000
TATA,2014,25,1396,215000
MARUTI,2016,20.4,1197,470000
MARUTI,2016,20.4,1197,470000
MARUTI,2017,28.09,1248,650000
RENAULT,2017,20.37,1461,900000
FORD,2009,17.8,1399,190000
HYUNDAI,2017,21.19,1396,715000
TATA,2013,25,1396,227999
TATA,2017,22.95,1248,450000
CHEVROLET,2015,25.44,936,200000
MARUTI,2016,24.52,1248,725000
FORD,2014,20,1399,300000
TOYOTA,2016,12.99,2494,1151000
DATSUN,2014,20.63,1198,225000
HYUNDAI,2016,19.81,1086,380000
HYUNDAI,2019,18.6,1197,630000
HYUNDAI,2014,20.36,1197,351000
SKODA,2012,20.86,1199,199000
TATA,2017,17.6,2179,850000
TATA,2010,18,1248,105000
TATA,2010,18.8,1248,300000
TOYOTA,2016,12.99,2494,950000
MAHINDRA,2015,18.49,1493,430000
FORD,2016,10.91,3198,2100000
HYUNDAI,2018,24,1186,540000
HYUNDAI,2018,17.01,1582,1150000
MARUTI,2020,22.05,796,350000
HYUNDAI,2019,18.6,1197,690000
HYUNDAI,2015,22.54,1396,535000
MARUTI,2016,24.3,1248,730000
HYUNDAI,2016,21.1,814,280000
MARUTI,2019,21.21,1197,650000
TOYOTA,2012,12.8,2494,520000
HYUNDAI,2020,20.14,1197,360000
MARUTI,2011,19.3,1248,250000
VOLKSWAGEN,2017,21.66,1498,575000
TATA,2012,19.09,1396,170000
MARUTI,2017,24.3,1248,711000
MARUTI,2013,18.9,998,250000
MARUTI,2017,26.59,1248,675000
MARUTI,2016,20.51,998,325000
MARUTI,2016,22.74,796,250000
MARUTI,2019,28.4,1248,740000
HONDA,2019,17.8,1198,690000
AUDI,2018,17.01,1968,3975000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
JEEP,2017,9.5,3604,4100000
LANDROVE,2019,12.83,1999,4500000
BMW,2018,22.48,1995,3790000
HONDA,2017,12,2354,1750000
SKODA,2018,14.67,1798,1864999
MARUTI,2017,28.09,1248,800000
HONDA,2017,12,2354,1825000
TATA,2017,17.6,2179,1295000
RENAULT,2014,19.87,1461,425000
MERCEDES,2016,12,2987,4090000
HYUNDAI,2015,17.6,1582,910000
TOYOTA,2013,14.28,1798,625000
VOLVO,2018,18,1969,3400000
MARUTI,2015,26.21,1248,535000
MAHINDRA,2011,15.96,2523,325000
MARUTI,2016,20.4,1197,500000
HYUNDAI,2013,20.36,1197,300000
HYUNDAI,2016,21.1,814,270000
MARUTI,2010,19.7,796,160000
MARUTI,2016,16.8,796,210000
MAHINDRA,2014,15.1,2179,850000
MAHINDRA,2014,15.1,2179,880000
MARUTI,2010,16.9,1061,150000
MAHINDRA,2015,18.49,1493,775000
MARUTI,2009,19.7,796,160000
FORD,2012,20,1399,220000
HYUNDAI,2017,22.54,1396,670000
HYUNDAI,2018,22.54,1396,780000
MARUTI,2017,21.4,1197,515000
HYUNDAI,2017,22.54,1396,800000
HYUNDAI,2017,22.54,1396,800000
MAHINDRA,2014,15.1,2179,850000
HYUNDAI,2013,21.1,814,200000
SKODA,2008,19.4,1422,140000
HYUNDAI,2016,17.01,1591,800000
MARUTI,2013,20.92,998,250000
MARUTI,2017,25.1,1248,800000
MARUTI,2015,26.21,1248,600000
RENAULT,2012,21.8,1461,250000
HONDA,2016,25.8,1498,500000
MARUTI,2019,11.96,1298,750000
MARUTI,2014,22.9,1248,650000
HONDA,2016,21.9,1498,950000
CHEVROLET,2015,13.58,2499,580000
HYUNDAI,2019,18.9,1197,640000
MAHINDRA,2014,11.79,2179,800000
MARUTI,2011,19,998,347000
MAHINDRA,2014,15.1,2179,1000000
HYUNDAI,2016,21.1,814,300000
TATA,2017,20.3,1199,493000
HYUNDAI,2014,18.9,1197,370000
MARUTI,2008,19.3,1248,250000
DATSUN,2017,22.5,999,300000
RENAULT,2017,24.04,999,450000
FORD,2010,20,1399,185000
MAHINDRA,2019,20,1497,1225000
TOYOTA,2015,12.99,2494,1000000
HYUNDAI,2016,18.6,1197,600000
MAHINDRA,2018,15.1,2179,1100000
HYUNDAI,2015,18.9,1197,360000
MARUTI,2012,17.5,1298,285000
MAHINDRA,2016,25.32,1198,350000
HYUNDAI,2008,19.81,1086,130000
CHEVROLET,2016,18.2,1248,500000
HYUNDAI,2010,17,1197,350000
MARUTI,2019,21.4,1197,685000
HYUNDAI,2017,18.9,1197,525000
MARUTI,2017,17.5,1373,765000
MARUTI,2012,22.9,1248,450000
NISSAN,2014,19.69,1198,390000
MARUTI,2017,24.52,1248,940000
RENAULT,2013,19.01,1461,650000
FORD,2012,20,1399,320000
TOYOTA,2003,13.4,1794,145000
FORD,2017,25.83,1498,670000
MARUTI,2011,21.5,1248,350000
TATA,2012,22.3,1248,285000
MARUTI,2011,19,998,300000
FORD,2011,20,1399,300000
AUDI,2009,12.07,2967,810000
TATA,2009,16.8,1405,90000
MARUTI,2004,19.7,796,100000
TATA,2009,17.88,1396,90000
MAHINDRA,2013,13.5,2609,459999
TOYOTA,2009,12.8,2494,525000
MARUTI,2011,18.9,998,250000
HYUNDAI,2012,20.36,1197,300000
MARUTI,2005,16.1,1298,130000
MARUTI,2011,20.92,998,199000
RENAULT,2012,20.46,1461,545000
MARUTI,2014,20.77,1248,570000
HONDA,2006,16.9,1497,150000
MARUTI,2009,19.7,796,114999
TATA,2018,20.3,1199,450000
RENAULT,2019,20,999,600000
MARUTI,2016,24.3,1248,610000
HYUNDAI,2017,18.6,1197,690000
TATA,2018,17,1198,790000
MARUTI,2014,20.92,998,254999
HONDA,2016,18.7,1199,500000
MAHINDRA,2011,13.6,2523,340000
MAHINDRA,2007,13.6,2523,245000
FORD,2012,17.8,1399,340000
MARUTI,2008,21.79,998,221000
DATSUN,2017,22.7,799,270000
HYUNDAI,2014,24.4,1120,455000
TOYOTA,2011,17.6,1496,300000
TOYOTA,2014,23.59,1364,480000
HYUNDAI,2018,22,1582,1000000
BMW,2017,22.69,1995,2600000
TOYOTA,2017,11.36,2755,1850000
RENAULT,2013,13.73,1995,1000000
RENAULT,2012,23.08,1461,245000
HYUNDAI,2019,18.9,1197,625000
VOLKSWAGEN,2018,18.78,999,560000
MAHINDRA,2018,15.1,2179,1475000
TOYOTA,2010,21.43,1364,425000
VOLKSWAGEN,2014,17.21,1197,550000
TOYOTA,2016,13.68,2393,1475000
RENAULT,2017,19.87,1461,750000
HYUNDAI,2016,22.54,1396,570000
MARUTI,2015,21.4,1197,585000
HONDA,2016,19,1199,600000
HYUNDAI,2016,17.19,1197,530000
HYUNDAI,2016,18.6,1197,540000
HYUNDAI,2013,21.1,814,180000
MARUTI,2014,19.1,1197,450000
CHEVROLET,2015,18.6,1199,200000
TATA,2017,23.84,1199,425000
CHEVROLET,2016,18.2,1199,400000
FORD,2005,13.8,1299,150000
MARUTI,2017,24.7,796,310000
CHEVROLET,2014,13.58,2499,500000
CHEVROLET,2013,25.44,936,200000
RENAULT,2018,21.04,1461,900000
AMBASSADOR,2000,12.8,1489,75000
MARUTI,2015,20.4,1197,400000
HONDA,2015,24.5,1498,650000
MARUTI,2015,28.4,1248,480000
MARUTI,2009,19.7,796,140000
MARUTI,2018,22,1197,550000
MARUTI,2017,20.51,998,380000
TATA,2016,19.09,1405,440000
MARUTI,2018,21.21,1197,630000
RENAULT,2017,25.17,799,250000
MARUTI,2009,19.7,796,120000
TATA,2012,21.12,1248,287000
MARUTI,2016,21.4,1197,550000
MAHINDRA,2016,15.4,1997,950000
TATA,2019,17,1956,1630000
FORD,2015,25.01,1498,501000
MAHINDRA,2014,15.96,2523,550000
MARUTI,2016,22.74,796,300000
MARUTI,2015,20.51,998,300000
FORD,2015,17.01,1499,416000
MARUTI,2018,16.8,796,260000
CHEVROLET,2016,18.2,1199,550000
MAHINDRA,2012,15.1,2179,700000
TATA,2011,15.64,1193,181000
MAHINDRA,2009,11.79,2179,365000
MARUTI,2017,23.95,998,400000
HYUNDAI,2010,20.36,1197,210000
HYUNDAI,2013,22.32,1582,500000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
MARUTI,2017,27.39,1248,735000
TATA,2017,17.57,1193,550000
MARUTI,2013,20.77,1248,509999
HYUNDAI,2013,21.27,1396,459999
MARUTI,2015,22.74,796,310000
TATA,2018,22.95,1248,775000
MARUTI,2004,19.7,796,105000
HONDA,2015,25.8,1498,430000
HYUNDAI,2013,21.9,1396,360000
VOLKSWAGEN,2012,20.5,1598,400000
MARUTI,2014,23.4,1248,600000
HONDA,2019,17.5,1199,580000
MAHINDRA,2012,21.03,1461,140000
TATA,2008,19.61,1405,210000
HYUNDAI,2017,18.9,1197,550000
CHEVROLET,2013,18.2,1199,120000
TOYOTA,2013,12.99,2494,400000
HONDA,2018,25.5,1498,1035000
MARUTI,2015,26.21,1248,625000
HYUNDAI,2008,20.36,1197,200000
TATA,2013,21.02,1248,316000
MARUTI,2017,24.3,1248,813000
TOYOTA,2016,11.36,2755,1575000
TOYOTA,2013,12.99,2494,900000
MARUTI,2015,20.77,1248,650000
FORD,2015,25.83,1498,459999
NISSAN,2012,21.64,1461,290000
FORD,2014,20,1399,400000
MARUTI,2016,25.2,1248,565000
CHEVROLET,2009,18,995,150000
BMW,2007,16.07,1995,480000
MARUTI,2007,18.2,1061,70000
MARUTI,2007,18.2,1061,70000
MERCEDES,2011,10.93,2497,1190000
FORD,2018,23,1498,900000
HYUNDAI,2015,22.54,1396,600000
MAHINDRA,2015,15.4,2179,1100000
HYUNDAI,2009,18.5,1197,229999
HONDA,2017,17.8,1198,570000
HYUNDAI,2014,22.32,1582,575000
VOLKSWAGEN,2012,20.54,1598,280000
HYUNDAI,2015,21.19,1396,580000
MARUTI,2018,25.47,1248,875000
HYUNDAI,2013,22.32,1582,500000
MARUTI,2015,26.21,1248,700000
FORD,2016,18.16,1196,388000
HYUNDAI,2011,20.36,1197,225000
TATA,2011,15.64,1193,90000
RENAULT,2014,19.01,1461,600000
HYUNDAI,2009,18.5,1197,235000
HYUNDAI,2011,23,1396,350000
HYUNDAI,2011,20.36,1197,235000
MARUTI,2010,19.7,796,190000
TATA,2011,21.12,1248,325000
HYUNDAI,2007,18.6,1197,550000
VOLKSWAGEN,2011,20.54,1598,300000
TATA,2017,20.3,1199,550000
MAHINDRA,2013,15.1,2179,720000
NISSAN,2011,18.06,1198,110000
MARUTI,2018,24.7,796,310000
TATA,2012,19.4,1405,260000
HYUNDAI,2002,13.2,1495,55000
MARUTI,2013,22.9,1248,450000
HYUNDAI,2009,20.36,1197,199000
MAHINDRA,2018,15.4,2523,1000000
FORD,2011,20,1399,240000
RENAULT,2018,25.17,799,350000
MAHINDRA,2014,15.96,2523,530000
CHEVROLET,2011,18,995,150000
HYUNDAI,2019,18.6,1197,625000
HYUNDAI,2014,18.9,1197,378000
RENAULT,2015,25.17,799,210000
MARUTI,2018,28.4,1248,700000
HYUNDAI,2011,17.92,1086,156000
MAHINDRA,2016,16.5,1493,700000
MARUTI,2010,18.9,1061,194000
MARUTI,2006,19.7,796,120000
HONDA,2015,15.5,1198,415000
HONDA,2015,15.5,1198,450000
HONDA,2014,19.4,1198,325000
MAHINDRA,2014,15.96,2523,525000
HYUNDAI,2017,21.1,814,265000
MARUTI,2008,19.7,796,100000
JAGUAR,2017,13.6,1999,2711000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
TATA,2015,23,1248,400000
