MAKE,year,selling_price,engine cc,Mileage
HYUNDAI,2018,946000,1396,22.1
TATA,2011,215000,1396,23.03
MARUTI ,1999,50000,993,17.3
HONDA ,2013,310000,1498,25.8
HYUNDAI,2008,220000,1197,20.36
MARUTI ,2008,195000,1248,17.8
HYUNDAI,2015,650000,1197,17.19
HYUNDAI,2011,350000,1197,18.5
HYUNDAI,2013,360000,1197,18.5
HYUNDAI,2013,550000,1797,16.3
HYUNDAI,2016,490000,1197,18.9
MARUTI ,2011,195000,796,19.7
MARUTI ,2010,125000,796,19.7
TATA,2019,459999,1199,23.84
MARUTI ,2015,275000,796,22.74
MARUTI ,2018,680000,1248,28.4
MARUTI ,2015,600000,1197,20.85
MARUTI ,2018,720000,1197,22
RENAULT ,2016,356000,799,25.17
HYUNDAI,2011,225000,1086,19.81
FORD,2019,725000,1498,24.4
CHEVROLET ,2010,130000,995,18
RENAULT ,2015,300000,799,25.17
HYUNDAI,2013,400000,1197,18.5
HYUNDAI,2013,550000,1396,23.5
MARUTI ,2006,120000,998,18.9
MAHINDRA ,2012,409999,2498,14
HYUNDAI,2010,110000,1086,0
MAHINDRA ,2012,450000,2523,15.96
MARUTI ,2019,610000,1197,21.21
FORD,2016,515000,1498,22.7
FORD,2018,925000,1498,22.77
NISSAN ,2019,860000,1498,14.23
FORD,2012,225000,1399,20
FORD,2017,500000,1498,25.83
MARUTI ,2017,600000,1197,21.21
FORD,2012,195000,1399,18.5
MARUTI ,2012,265000,998,18.9
FORD,2018,650000,1499,23.8
FORD,2015,415000,1498,25.83
RENAULT ,2015,600000,1461,20.45
MARUTI ,2013,340000,1197,18.5
HYUNDAI,2014,350000,1120,24
MARUTI ,2012,265000,1248,23.2
TATA,2017,625000,2179,13.93
HYUNDAI,2008,245000,1493,16.8
MARUTI ,2014,395000,1248,25.2
HYUNDAI,2014,490000,1120,24.4
MARUTI ,2018,955000,1248,24.52
MARUTI ,2013,525000,1248,23.4
TATA,2017,550000,1199,20.3
TATA,2014,200000,1405,19.1
FORD,2017,500000,1196,18.16
MARUTI ,2016,825000,1248,23.65
MAHINDRA ,2012,250000,1493,17.21
TOYOTA ,2015,600000,1197,18.16
MAHINDRA ,2018,1325000,2179,16.36
MAHINDRA ,2016,770000,1493,18.49
CHEVROLET ,2011,415000,1991,16.52
HYUNDAI,2011,825000,2199,14.66
FORD,2018,530000,1498,26.1
TOYOTA ,2006,425000,2494,12.8
HONDA ,2012,310000,1198,19.4
TATA,2017,390000,1199,23.84
HYUNDAI,2016,700000,1591,15.29
HYUNDAI,2010,200000,1086,19.81
TOYOTA ,2013,1050000,2494,12.99
HONDA ,2014,580000,1498,26
HYUNDAI,2014,200000,814,21.1
CHEVROLET ,2013,245000,1199,18.2
HYUNDAI,2010,210000,1197,20.36
MARUTI ,2005,50000,1590,15.4
CHEVROLET ,2012,700000,2231,12.12
TATA,2019,660000,1248,22.95
HONDA ,2015,630000,1497,17.4
MAHINDRA ,2012,950000,2179,15.1
HYUNDAI,2018,740000,1197,18.6
FORD,2017,570000,1196,18.12
HYUNDAI,2012,450000,1582,22.32
DATSUN ,2019,390000,999,22.5
FORD,2009,180000,1597,14.2
TATA,2015,130000,624,25.4
HONDA ,2006,270000,1497,17.7
MARUTI ,1997,60000,796,16.1
HYUNDAI,2006,170000,1599,13.9
HYUNDAI,2015,978999,1582,19.67
TATA,2018,490000,1199,23.84
FORD,2012,280000,1498,23.5
TATA,2018,390000,1199,23.84
MARUTI ,2013,170000,796,22.74
CHEVROLET ,2008,45000,995,18
MARUTI ,2016,640000,1248,24.52
MAHINDRA ,2015,650000,2523,15.4
MAHINDRA ,2013,500000,2179,12.05
FORD,2008,90000,1399,17.7
TATA,2014,480000,2179,15.05
MARUTI ,2019,630000,1197,21.21
HYUNDAI,2011,250000,1197,20.36
HYUNDAI,2016,330000,1197,18.9
HYUNDAI,2009,180000,1197,20.36
HYUNDAI,2010,210000,1197,18.5
MARUTI ,2016,550000,1248,26.59
TATA,2020,950000,1198,17
MAHINDRA ,2013,430000,2523,15.96
HYUNDAI,2014,348000,1197,20.36
MARUTI ,2014,196000,796,22.74
MARUTI ,2010,150000,1061,18.9
MARUTI ,2009,150000,1061,18.9
TATA,2019,1250000,2179,14.1
MARUTI ,2015,600000,1248,20.77
TATA,2010,65000,624,25.4
MARUTI ,2016,220000,796,16.8
MARUTI ,2016,220000,796,16.8
TATA,2006,110000,1193,16.84
CHEVROLET ,2012,175000,936,25.44
CHEVROLET ,2011,160000,995,16.2
MARUTI ,2004,65000,796,16.1
MARUTI ,2002,60000,796,16.1
MARUTI ,2007,120000,796,19.7
MAHINDRA ,2013,1000000,2696,11.18
MARUTI ,2010,220000,998,18.9
MARUTI ,2008,114999,796,14
MAHINDRA ,2016,850000,2179,16
MARUTI ,2016,750000,1248,24.52
RENAULT ,2017,265000,999,23.01
FORD,2014,450000,1596,14.09
MAHINDRA ,2013,225000,1493,17.21
MAHINDRA ,2015,1125000,2179,15.4
MARUTI ,2009,270000,1197,16.6
MARUTI ,2007,130000,796,19.7
MAHINDRA ,2017,660000,1493,16.5
MARUTI ,2015,240000,998,23.95
MARUTI ,2017,275000,796,24.7
TOYOTA ,2012,750000,2494,12.8
CHEVROLET ,2007,65000,1150,14.7
TATA,2017,850000,2179,14.1
HYUNDAI,2018,555000,1197,18.6
MAHINDRA ,2015,825000,1997,15.4
MARUTI ,2009,185000,1248,19.3
HYUNDAI,2010,180000,1197,20.36
MARUTI ,2010,160000,796,19.7
FORD,2012,500000,2953,11.4
MARUTI ,2014,375000,1248,25.2
TOYOTA ,2015,900000,2494,12.99
HYUNDAI,2017,459999,1197,18.9
RENAULT ,2014,480000,1461,20.45
MARUTI ,2013,320000,1248,22.9
MARUTI ,2013,370000,1248,22.9
MARUTI ,2002,75000,993,17.3
MARUTI ,2016,400000,1248,23.2
MARUTI ,2014,425000,1248,25.2
MARUTI ,2014,325000,998,23.1
HYUNDAI,2016,350000,1197,18.9
HYUNDAI,2018,600000,1197,18.6
CHEVROLET ,2012,120000,936,25.44
MARUTI ,2012,200000,998,20.92
MARUTI ,2008,100000,796,19.7
HYUNDAI,2014,350000,1120,24
MARUTI ,2006,85000,796,19.7
MARUTI ,2019,399000,998,23.95
HYUNDAI,2014,580000,1582,22.32
DATSUN ,2017,290000,799,22.7
HYUNDAI,2014,380000,1197,18.9
FORD,2010,200000,1399,20
HYUNDAI,2017,500000,1197,18.9
MARUTI ,2012,520000,1248,20.77
MARUTI ,2017,650000,1248,26.59
RENAULT ,2018,380000,999,23.01
MARUTI ,2015,520000,1248,26.59
MARUTI ,2015,610000,1248,26.59
MARUTI ,2004,85000,998,18.9
RENAULT ,2013,490000,1461,20.46
HYUNDAI,2015,229999,814,21.1
HYUNDAI,2015,411000,1197,18.9
TOYOTA ,2014,550000,1364,23.59
MARUTI ,2011,190000,1197,18.5
HYUNDAI,2019,499000,1086,20.3
MARUTI ,2018,358000,1196,15.37
TOYOTA ,2012,278000,1364,23.59
FIAT,2014,320000,1248,21.2
RENAULT ,2013,580000,1461,20.4
HONDA ,2019,1300000,1497,17.4
HONDA ,2018,825000,1498,25.8
TOYOTA ,2004,170000,1794,13.4
TOYOTA ,2014,1700000,2982,12.55
HYUNDAI,2018,490000,1086,20.3
MAHINDRA ,2018,1050000,2179,16
CHEVROLET ,2016,210000,1199,18.6
MAHINDRA ,2016,1250000,2179,15.4
MARUTI ,2012,320000,1248,22.9
CHEVROLET ,2012,400000,1991,16.52
MARUTI ,2013,320000,1248,23.2
TOYOTA ,2012,600000,1364,21.43
MARUTI ,2012,275000,998,20.92
MARUTI ,2009,170000,796,19.7
CHEVROLET ,2012,155000,936,25.44
RENAULT ,2015,620000,1461,20.45
HYUNDAI,2017,530000,1197,18.9
TOYOTA ,2015,550000,1364,23.59
HONDA ,2014,600000,1498,26
MAHINDRA ,2014,649000,2179,15.1
HONDA ,2014,625000,1498,26
CHEVROLET ,2010,125000,995,16
CHEVROLET ,2009,305000,2499,13.58
MARUTI ,2010,285000,1586,15.5
TATA,2015,600000,2179,13.49
MAHINDRA ,2016,426000,1198,18.15
TATA,2010,180000,1405,17
HYUNDAI,2011,400000,1582,22.32
CHEVROLET ,2010,120000,1199,18.6
TATA,2012,300000,1248,21.12
MARUTI ,2011,190000,998,20.92
MARUTI ,2017,310000,796,24.7
RENAULT ,2019,380000,799,25.17
MAHINDRA ,2019,740000,1493,16.5
DATSUN ,2016,260000,799,22.7
MARUTI ,2017,320000,998,23.95
MARUTI ,2018,650000,1197,22
MARUTI ,2017,651000,1248,28.4
MARUTI ,2019,380000,998,23.95
CHEVROLET ,2014,160000,936,25.44
HYUNDAI,2019,1270000,1591,17
MARUTI ,2015,405000,1248,25.2
MAHINDRA ,2015,850000,2179,15.1
MAHINDRA ,2017,680000,1493,16.5
HYUNDAI,2014,426999,1197,19.1
HYUNDAI,2015,525000,1396,24.8
TOYOTA ,2014,1019999,2494,12.99
TOYOTA ,2005,245000,2494,12.8
HYUNDAI,2015,869999,1582,22.7
MARUTI ,2016,700000,1248,24.3
NISSAN ,2012,300000,1461,21.64
HONDA ,2007,175000,1799,12.9
TOYOTA ,2012,960000,2494,12.8
MAHINDRA ,2014,525000,2498,16.55
HYUNDAI,2015,345000,1120,24
HONDA ,2015,390000,1198,18
DATSUN ,2015,275000,1198,20.63
CHEVROLET ,2014,310000,1199,18.2
HYUNDAI,2017,500000,1197,18.9
CHEVROLET ,2013,200000,1248,22.1
VOLKSWAGEN,2018,650000,1498,20.14
HONDA ,2018,1031000,1498,25.6
HYUNDAI,2018,330000,998,20.3
HYUNDAI,2019,399000,1086,20.3
HYUNDAI,2012,250000,1197,20.36
HYUNDAI,2017,600000,1186,24
MARUTI ,2013,375000,1248,22.9
VOLKSWAGEN,2012,375000,1598,20.54
HYUNDAI,2013,445000,1582,22.32
MARUTI ,2003,55000,998,18.9
HYUNDAI,2016,611000,1396,22.54
HYUNDAI,2014,459999,1396,24.8
FORD,2011,275000,1399,17.8
HYUNDAI,2012,390000,1582,22.32
CHEVROLET ,2007,72000,995,18
TATA,2007,90000,1396,17.88
TOYOTA ,2015,500000,1364,23.59
MAHINDRA ,2019,1575000,2179,15.1
HYUNDAI,2015,511000,1197,18.9
FIAT,2009,150000,1368,14.6
TOYOTA ,2020,1500000,2694,10.75
MARUTI ,2013,185000,796,22.74
MARUTI ,2018,550000,1197,21.4
MARUTI ,2017,325000,998,23.95
MARUTI ,2015,525000,1248,26.59
FORCE ,2018,1050000,2200,17
TATA,2012,300000,1396,25
CHEVROLET ,2011,120000,1199,18.6
JAGUAR ,2017,2625000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
HYUNDAI,2011,170000,1086,17.92
TATA,2010,320000,1396,23.03
MARUTI ,2016,350000,998,23.1
MARUTI ,2018,500000,1197,22
TATA,2009,135000,1405,17
RENAULT ,2018,340000,799,25.17
HYUNDAI,2020,330000,1197,18.9
MARUTI ,2011,350000,1586,15.5
TOYOTA ,2015,1850000,2982,12.55
HYUNDAI,2016,400000,1120,24.4
FORD,2014,325000,1399,17.8
MAHINDRA ,2015,1000000,1997,15.4
MAHINDRA ,2017,850000,2523,15.4
MARUTI ,2012,350000,1248,21.5
JAGUAR ,2017,2625000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
HONDA ,2015,550000,1498,24.5
TATA,2015,925000,2179,14
MAHINDRA ,2010,509999,2179,11.79
MAHINDRA ,2011,250000,2489,13
HYUNDAI,2015,500000,1197,17.19
HYUNDAI,2019,1050000,1396,21.38
MARUTI ,2014,490000,1248,23.4
MARUTI ,2020,415000,1196,15.37
MARUTI ,2013,190000,796,22.74
MARUTI ,2018,680000,1248,28.4
MARUTI ,2013,190000,796,22.74
MAHINDRA ,2013,479000,2179,12.05
MARUTI ,2016,270000,796,22.74
HYUNDAI,2008,170000,1086,19.81
MARUTI ,2018,764000,1373,20.73
MAHINDRA ,2019,710000,2523,15.96
MARUTI ,2017,310000,796,24.7
MAHINDRA ,2017,620000,1493,16.5
HYUNDAI,2017,280000,814,21.1
TOYOTA ,2015,1500000,2982,12.55
HYUNDAI,2016,450000,1197,18.9
MERCEDES,2017,2199000,2143,17.9
MERCEDES,2013,3600000,2987,11.74
FORD,2008,285000,1596,15.3
TOYOTA ,2007,465000,2494,12.8
BMW ,2009,1100000,1995,16.07
VOLKSWAGEN,2011,350000,1598,20.54
MARUTI ,2017,600000,1373,17.5
MARUTI ,2017,570000,1197,21.4
MARUTI ,2016,325000,998,23.95
MAHINDRA ,2016,975000,1997,16
HYUNDAI,2015,480000,1197,18.6
MARUTI ,2014,185000,796,22.74
HYUNDAI,2015,1050000,1582,17.01
MARUTI ,2019,760000,1197,21.01
VOLKSWAGEN,2019,570000,999,18.78
MARUTI ,2018,700000,1197,21.4
FORD,2015,775000,1499,15.63
BMW ,2007,750000,2993,14.49
CHEVROLET ,2010,140000,995,18
MARUTI ,2016,220000,796,22.74
HYUNDAI,2013,184000,1086,0
HYUNDAI,2017,440000,1197,18.6
HYUNDAI,2017,650000,1396,21.19
MAHINDRA ,2017,660000,1493,18.49
TOYOTA ,2012,415000,1364,21.43
HYUNDAI,2012,225000,1086,19.81
MARUTI ,2013,600000,1248,20.77
MARUTI ,2014,620000,1248,20.77
MAHINDRA ,2016,750000,1493,18.49
HYUNDAI,2016,400000,1197,18.9
MARUTI ,2005,110000,998,18.9
TATA,2012,119000,1405,19.4
HONDA ,2015,600000,1498,25.8
TATA,2014,280000,1248,23
SKODA ,2013,375000,1598,15
DATSUN ,2016,350000,1198,19.44
HYUNDAI,2017,620000,1186,25.4
MARUTI ,2017,570000,1248,26.59
MARUTI ,2012,290000,1248,19.3
MARUTI ,2016,711000,1248,24.52
MARUTI ,2012,370000,1248,22.9
MARUTI ,2020,550000,1197,23.26
MARUTI ,2013,325000,1197,18.6
HONDA ,2018,670000,1498,27.4
HYUNDAI,2017,385000,1086,19.81
HYUNDAI,2008,114999,1086,17.92
HYUNDAI,2010,200000,1086,17.92
MARUTI ,2019,860000,1248,24.3
MARUTI ,2018,600000,1248,27.39
MARUTI ,2016,265000,998,23.95
MARUTI ,2019,900000,1248,25.1
MARUTI ,2013,650000,1248,20.77
MARUTI ,2004,70000,796,16.1
MARUTI ,2012,180000,796,22.74
HYUNDAI,2013,200000,814,21.1
HYUNDAI,2014,300000,1086,19.81
HYUNDAI,2015,650000,1591,17.01
MARUTI ,2014,267000,796,22.74
HYUNDAI,2014,400000,1197,18.9
MAHINDRA ,2012,310000,2498,14
TATA,2009,70000,624,26
MAHINDRA ,2017,675000,2523,15.96
FORD,2013,350000,1596,14.09
MARUTI ,2014,240000,998,23.95
TATA,2014,185000,1405,19.09
HYUNDAI,2017,250000,814,21.1
MARUTI ,2009,135000,796,19.7
HYUNDAI,2011,500000,1582,22.32
TATA,2010,300000,2179,13.93
TATA,2017,328000,1199,23.84
MAHINDRA ,2015,509999,2523,15.96
MAHINDRA ,2015,575000,2179,14.02
MAHINDRA ,2012,700000,2498,12.2
MARUTI ,2008,105000,1061,18.9
MARUTI ,2008,60000,796,16.1
MARUTI ,2008,112999,796,19.7
TATA,2015,229999,1405,19.1
FORD,2012,325000,1399,20
HYUNDAI,2017,650000,1197,18.6
TATA,2009,85000,1405,17
HONDA ,2015,570000,1498,24.5
MARUTI ,2015,525000,1248,25.2
HYUNDAI,2013,350000,1197,18.5
MARUTI ,2007,250000,1197,16.6
MAHINDRA ,2010,300000,2489,14
JEEP,2017,1325000,1956,17.1
HYUNDAI,2017,650000,1396,22.54
HYUNDAI,2018,520000,1197,18.9
MARUTI ,2016,500000,1197,20.4
RENAULT ,2016,220000,799,25.17
MARUTI ,2017,650000,1248,28.09
HONDA ,2017,819999,1199,17.5
RENAULT ,2016,645000,1461,19.87
MARUTI ,2015,780000,1248,24.52
HONDA ,2008,215000,1497,17.7
TOYOTA ,2007,600000,2494,12.8
MARUTI ,2011,114999,796,19.7
TATA,2012,75000,1193,16.84
CHEVROLET ,2011,120000,1199,18.6
RENAULT ,2016,250000,799,25.17
MARUTI ,2018,200000,796,16.8
HYUNDAI,2015,380000,1197,19.1
HONDA ,2018,560000,1498,25.8
MARUTI ,2018,575000,1197,20.89
MAHINDRA ,2017,620000,1493,16.5
MAHINDRA ,2012,525000,2179,12.05
MARUTI ,2017,635000,1248,26.59
RENAULT ,2016,650000,1461,19.72
MARUTI ,2001,39000,796,16.1
FORD,2017,550000,1498,25.83
MARUTI ,2009,145000,1248,21.1
TATA,2007,130000,1405,16.1
MARUTI ,2017,825000,1248,25.47
TOYOTA ,2015,1650000,2982,12.55
MARUTI ,2018,875000,1248,24.3
MARUTI ,2016,650000,1248,28.09
JAGUAR ,2014,2000000,2993,14.74
BMW ,2018,2850000,1995,17.05
AUDI,2018,2800000,1968,15.73
BMW ,2018,3900000,1995,22.48
CHEVROLET ,2013,246000,1248,22.1
HONDA ,2013,325000,1498,24.7
JEEP,2019,1450000,1368,16
HONDA ,2017,850000,1497,15.4
VOLKSWAGEN,2015,560000,1498,22.27
MARUTI ,2015,575000,1248,25.47
MARUTI ,2019,470000,998,21.63
TATA,2014,221000,1405,19.09
TOYOTA ,2014,680000,2494,12.99
FORD,2013,700000,2499,13.1
VOLVO ,2016,1950000,1984,9
HYUNDAI,2015,875000,1582,17.01
HYUNDAI,2017,850000,1582,22
RENAULT ,2013,550000,1461,20.46
MARUTI ,2013,480000,1248,23.4
MAHINDRA ,2017,1050000,2179,15.4
MAHINDRA ,2016,631000,2523,15.96
TATA,2015,165000,624,25.4
MARUTI ,2010,320000,1197,21.1
MARUTI ,2012,360000,1197,18.5
HYUNDAI,2006,175000,1795,13
HYUNDAI,2016,725000,1396,22.54
FIAT,2014,280000,1248,19.5
VOLKSWAGEN,2011,325000,1199,22.07
FORD,2014,320000,1399,20
HYUNDAI,2018,500000,1197,18.9
MAHINDRA ,2014,825000,2179,15.1
MARUTI ,2016,350000,1248,23.2
HYUNDAI,2011,470000,1396,23
MAHINDRA ,2009,125000,1461,19.2
HYUNDAI,2006,140000,1795,13.1
HONDA ,2013,484999,1498,25.8
MARUTI ,2018,308000,796,24.7
HYUNDAI,2019,570000,1197,18.9
TOYOTA ,2010,900000,2982,11.5
JEEP,2017,1800000,1956,16.3
MARUTI ,2018,680000,1197,21.21
MARUTI ,2017,700000,1248,28.4
MAHINDRA ,2011,240000,2498,14
HYUNDAI,2014,280000,814,21.1
TATA,2010,125000,1405,17
MARUTI ,2015,434999,1197,20.4
TOYOTA ,2015,1050000,2494,12.99
VOLVO ,2013,1200000,1984,23.3
VOLKSWAGEN,2013,400000,1598,20.54
MAHINDRA ,2014,850000,2179,15.1
HYUNDAI,2014,475000,1396,22.54
FORD,2003,150000,1597,14.2
TOYOTA ,2018,2900000,2755,14.24
TOYOTA ,2015,1100000,2494,12.99
MARUTI ,2017,285000,796,24.7
HYUNDAI,2018,650000,1186,24
MARUTI ,2012,275000,998,19
MARUTI ,2000,60000,796,16.1
MAHINDRA ,2011,229999,1461,19.2
MARUTI ,2015,300000,998,23.95
MARUTI ,2016,940000,1248,24.52
MARUTI ,2015,600000,1248,26.21
MARUTI ,2017,800000,1248,27.39
NISSAN ,2017,580000,1461,22.71
TATA,2018,450000,1199,20.3
CHEVROLET ,2011,290000,1991,16.52
HONDA ,2014,530000,1498,25.8
HYUNDAI,2019,960000,1396,24
HONDA ,2009,290000,1497,17
MITSUBISHI,2008,160000,1998,14.8
MARUTI ,2017,400000,998,21.63
MARUTI ,2017,700000,1248,24.3
VOLKSWAGEN,2012,361000,1598,20.54
HYUNDAI,2013,390000,1396,21.9
TATA,2012,200000,1248,18.4
HYUNDAI,2013,390000,1396,21.9
MARUTI ,2013,500000,1248,22.9
MARUTI ,2011,200000,796,19.7
TATA,2015,503000,2179,14.1
MARUTI ,2017,775000,1248,24.3
MARUTI ,2018,750000,1248,24.3
HYUNDAI,2018,570000,1197,18.6
HONDA ,2016,484999,1199,18.7
HONDA ,2017,700000,1497,15.4
HYUNDAI,2012,415000,1497,17.7
FORD,2014,484999,1498,23
MARUTI ,2016,675000,1248,23.65
FORD,2015,680000,1499,15.85
MARUTI ,2013,235000,796,24.7
MAHINDRA ,2018,1700000,2179,15.1
MAHINDRA ,2015,1200000,2179,16
HONDA ,2014,630000,1498,25.1
FORD,2018,640000,1498,25.83
HYUNDAI,2014,355000,1197,19.1
MAHINDRA ,2012,560000,2179,12.05
MARUTI ,2018,580000,1248,23.4
FORD,2010,185000,1399,18.5
MARUTI ,2019,660000,1197,21.4
HYUNDAI,2014,220000,998,20.3
HYUNDAI,2007,150000,1086,17.92
MAHINDRA ,2011,484999,2179,13.5
MARUTI ,2019,509999,1197,21.21
MAHINDRA ,2014,515000,2523,15.96
MERCEDES,2014,1250000,1595,11.9
CHEVROLET ,2014,350000,1248,18.2
MARUTI ,2018,375000,998,23.95
HYUNDAI,2019,950000,1396,22.1
MARUTI ,2015,615000,1248,26.59
MARUTI ,2011,275000,1197,18.6
BMW ,2020,7200000,2993,13.38
MARUTI ,2017,400000,1196,15.37
MARUTI ,2019,930000,1248,25.1
MARUTI ,2012,310000,1197,19.1
TOYOTA ,2016,1670000,2393,13.68
MARUTI ,2013,356000,1248,23.4
HONDA ,2013,500000,1497,16.8
TATA,2018,409999,1199,23.84
MARUTI ,2019,980000,1248,24.3
MAHINDRA ,2005,150000,2523,13.6
HONDA ,2019,750000,1199,18.2
SKODA ,2013,500000,1798,13.7
MARUTI ,2013,355000,1248,22.9
TATA,2011,200000,1405,17
TOYOTA ,2008,370000,2494,12.8
HYUNDAI,2015,450000,1197,19.1
HYUNDAI,2015,486000,1197,18.9
MARUTI ,2011,242000,1248,21.5
HYUNDAI,2018,580000,1197,18.9
FORD,2014,500000,1498,22.77
MAHINDRA ,2013,300000,1493,17.21
MAHINDRA ,2016,710000,2523,18.06
SKODA ,2012,220000,1199,20.86
MARUTI ,2020,654000,1197,21.21
SKODA ,2019,835000,1598,14.84
FORD,2010,250000,1596,15.3
MARUTI ,2019,600000,1197,21.21
MARUTI ,2016,459999,1197,20.85
RENAULT ,2018,275000,999,23.01
FORD,2017,408000,1196,18.16
MAHINDRA ,2018,1200000,2179,15.1
HYUNDAI,2014,375000,1197,19.1
MARUTI ,2006,94500,796,19.7
VOLKSWAGEN,2011,300000,1198,16.47
HONDA ,2009,350000,1497,17
TOYOTA ,2011,975000,2982,11.5
HYUNDAI,2015,600000,1197,18.6
TOYOTA ,2014,700000,2494,12.99
MAHINDRA ,2017,640000,1493,16.5
HYUNDAI,2017,1110000,1582,19.67
MARUTI ,2014,570000,1248,20.77
TOYOTA ,2010,451999,2494,12.8
RENAULT ,2016,240000,799,25.17
MAHINDRA ,2014,680000,2523,15.4
TATA,2015,350000,1248,22.95
VOLKSWAGEN,2012,360000,1598,15.04
FORD,2010,250000,1196,15.6
MARUTI ,2019,550000,1197,21.21
HYUNDAI,2012,180000,814,21.1
HONDA ,2016,425000,1498,27.3
TATA,2019,409999,1199,23.84
TATA,2018,438999,1199,23.84
NISSAN ,2014,225000,1198,19.49
MAHINDRA ,2017,580000,2523,15.96
MARUTI ,2008,200000,1298,17.5
FIAT,2013,250000,1248,20.3
MARUTI ,2011,170000,1248,21.1
MARUTI ,2010,300000,1197,17.5
MAHINDRA ,2005,160000,2523,13.6
MARUTI ,2014,409999,1248,23.4
HYUNDAI,2012,350000,1396,23
RENAULT ,2019,310000,799,25.17
MARUTI ,2010,135000,796,19.7
MARUTI ,2010,220000,1248,21.1
HYUNDAI,2017,570000,1197,18.9
MARUTI ,2014,500000,1248,23.4
HYUNDAI,2016,875000,1396,22.54
TATA,2011,210000,1405,19.1
TATA,2011,210000,1405,19.4
MARUTI ,2011,175000,796,19.7
HYUNDAI,2017,700000,1197,18.6
HYUNDAI,2017,700000,1197,18.6
HYUNDAI,2019,550000,1197,18.9
HYUNDAI,2019,420000,1086,20.3
HYUNDAI,2009,210000,1197,17
CHEVROLET ,2013,175000,936,25.44
MARUTI ,2012,180000,796,19.7
MARUTI ,2007,118000,796,19.7
HYUNDAI,2007,170000,1493,16.8
MARUTI ,2009,120000,1061,18.2
MARUTI ,2009,170000,796,19.7
MARUTI ,2018,700000,1248,28.4
MAHINDRA ,2014,500000,2523,15.96
MARUTI ,2007,80000,1061,18.9
HONDA ,2008,105000,1497,17.7
MARUTI ,2016,425000,1248,26.59
HYUNDAI,2017,625000,1197,18.6
HYUNDAI,2017,640000,1197,18.6
HYUNDAI,2010,180000,1197,20.36
MARUTI ,2009,155000,1248,21.1
MARUTI ,2007,85000,1061,18.9
HYUNDAI,2011,250000,1197,20.36
HYUNDAI,2017,1000000,1591,17.01
DATSUN ,2016,350000,1198,20.63
MARUTI ,2018,740000,1248,28.4
DATSUN ,2018,300000,999,22.5
VOLKSWAGEN,2017,550000,1498,21.66
MAHINDRA ,2017,710000,2523,15.96
MAHINDRA ,2017,700000,2523,15.96
MAHINDRA ,2016,550000,2523,15.96
TATA,2015,600000,2179,13.93
MARUTI ,2013,380000,1248,22.9
MARUTI ,2012,300000,1248,23.2
MARUTI ,1998,45000,796,16.1
TOYOTA ,2010,450000,2494,12.8
MAHINDRA ,2015,475000,2523,15.96
RENAULT ,2019,650000,999,20
MARUTI ,2013,350000,1248,22.9
MARUTI ,2018,911999,1248,24.3
MARUTI ,2018,650000,1197,21.21
MARUTI ,2012,350000,1298,17.5
MARUTI ,2016,190000,796,16.8
HYUNDAI,2019,1200000,1582,22
MAHINDRA ,2013,305000,2523,15.96
HYUNDAI,2015,850000,1582,19.67
VOLKSWAGEN,2011,350000,1896,15
HYUNDAI,2010,180000,1086,17.92
TATA,2008,200000,2179,13.93
HONDA ,2012,229999,1198,19.4
MARUTI ,2006,135000,998,18.9
VOLKSWAGEN,2011,425000,1968,19.33
MAHINDRA ,2016,1350000,2179,16
FORD,2009,480000,2499,10.9
MARUTI ,2017,455000,1248,28.4
MARUTI ,2015,320000,998,20.51
HYUNDAI,2019,693000,1197,18.6
MARUTI ,2017,830000,1248,24.3
HYUNDAI,2016,470000,1197,18.9
HONDA ,2017,1100000,1497,18
TATA,2016,325000,1248,23
HYUNDAI,2014,215000,814,21.1
MARUTI ,2018,560000,1197,22
MARUTI ,2017,400000,998,23.1
JAGUAR ,2017,2625000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
